"tid";"hastagname"
709774228090920961;"Agriculture"
709774228090920961;"PAHouse"
709774228090920961;"PASenate"
709774640864956416;"kyga16"
709774640864956416;"SB291"
709774674830368772;"coleg"
709774674830368772;"copolitics"
709774711924854784;"minimumwage"
709774711924854784;"morethanminimum"
709774856531804161;"moleg"
709774915587575810;"MILeg"
709774915587575810;"MISenate"
709774960131231744;"kyga16"
709774989067743232;"FlintHearing"
709775145460768768;"kyga16"
709775145460768768;"SB291"
709775208857542656;"coleg"
709775208857542656;"copolitics"
709775208857542656;"SB83"
709776099652177920;"coleg"
709776099652177920;"copolitics"
709776639668817920;"coleg"
709776639668817920;"copolitics"
709776827468943360;"ThrowbackSuperTuesday"
709777649728552960;"moleg"
709778537029443584;"morethanminimum"
709778537029443584;"raisethewage"
709778687265153024;"AskHeidi"
709778772422098944;"coleg"
709778772422098944;"copolitics"
709778772422098944;"SB83"
709778772782927872;"kyga16"
709779574045982720;"PrimaryDay"
709780036996313088;"AskHeidi"
709780111889793024;"akleg"
709780132886523905;"copolitics"
709780132886523905;"SB83"
709780962884722689;"copolitics"
709780962884722689;"SB83"
709780978756153344;"wipolitics"
709781225917915136;"copolitics"
709781225917915136;"SB83"
709781591233433600;"coleg"
709781591233433600;"copolitics"
709781591233433600;"SB83"
709781935493484544;"boom"
709781935493484544;"coleg"
709781935493484544;"copolitics"
709781935493484544;"micdrop"
709782151961530368;"akleg"
709782155455377408;"coleg"
709782604828925953;"FlintWaterCrisis"
709782828691533825;"akleg"
709783622773899265;"AskHeidi"
709783622773899265;"nvleg"
709783647918764032;"akleg"
709784104003248128;"NE02"
709784205320802304;"akleg"
709784255996407808;"FlintWaterCrisis"
709784836886667264;"pasenate"
709785129351155713;"akleg"
709785674870865920;"msleg"
709785701282230272;"akleg"
709786271283937281;"FlintWaterCrisis"
709786271283937281;"mileg"
709786271283937281;"SunshineWeek"
709786371674738688;"SuperSaturday"
709786371674738688;"TeamPence"
709786457368612864;"INLegis"
709786938530668544;"coleg"
709786938530668544;"SB83"
709787368744722432;"election2016"
709787368744722432;"waelex"
709787966776848384;"coleg"
709788760171368448;"mosen"
709788760171368448;"SuperTuesday"
709790521670012933;"highered"
709790521670012933;"k12"
709790521670012933;"waedu"
709790760900558849;"akleg"
709791101289234432;"FlintWaterCrisis"
709791218092392448;"pasenate"
709791365027078144;"AZ"
709791365027078144;"SB1516"
709791499936866304;"ksleg"
709791674369646592;"ksleg"
709791783903858688;"MOSen"
709792045385129984;"wipolitics"
709792045385129984;"wisen"
709792315468943360;"FlintWaterCrisis"
709792365733498880;"ksleg"
709792408079179776;"mnleg"
709792696747954180;"ksleg"
709792794093572096;"ksleg"
709793015355858945;"IA04"
709793070829600768;"akleg"
709793122629201921;"mileg"
709793187276042245;"FlintWaterCrisis"
709793252652638208;"ksleg"
709793459977072640;"ksleg"
709793553602338816;"coleg"
709793553602338816;"CRFCLobbyDay2016"
709793553602338816;"reprofreedom"
709793553602338816;"TrustWomen"
709793660162805760;"ksleg"
709793669105250305;"vtgov"
709793669105250305;"vtpoli"
709793757814599682;"Flint"
709793778832289792;"ksleg"
709793898319589376;"ksleg"
709794005588938753;"ksleg"
709794302554021888;"ksleg"
709794397320142848;"ksleg"
709794529382010880;"ksleg"
709794737406943232;"FlintWaterCrisis"
709795151753809920;"AKleg"
709795287531917312;"mapoli"
709795552758788097;"pasenate"
709795717087305728;"ksleg"
709795788801466368;"ksleg"
709795914131484672;"ksleg"
709796078585929728;"ksleg"
709796333951913984;"ksleg"
709796454882086912;"ksleg"
709796578521784320;"ksleg"
709796885104447488;"ksleg"
709797301070352384;"ksleg"
709797518574534662;"ksleg"
709797794240921600;"ksleg"
709797803141308417;"kyga16"
709797864084471808;"kyga16"
709799152838791168;"ksleg"
709799346783424512;"ksleg"
709799403264016384;"FLPrimary"
709799579714105344;"ksleg"
709799655073140736;"ksleg"
709799711671103488;"FlintWaterCrisis"
709799711671103488;"mileg"
709799763189694464;"ksleg"
709799780751450112;"NFK"
709799914511802369;"FlintWaterCrisis"
709800093260451840;"Classic"
709800093260451840;"Oosik"
709800151762644992;"FlintWaterCrisis"
709800151762644992;"mileg"
709800167663280128;"ksleg"
709800597671665664;"ksleg"
709800728055812096;"ksleg"
709800854644076544;"ksleg"
709801579541504001;"ksleg"
709801599040757760;"SuperTuesday"
709801709321650176;"ksleg"
709801709321650176;"moleg"
709802067473211393;"ksleg"
709802310319218688;"ksleg"
709802748682735616;"MI"
709802748682735616;"MLPP"
709802748682735616;"TaxChat"
709803014324772864;"ksleg"
709803201768198145;"ksleg"
709803418659893248;"ksleg"
709803580606140416;"ksleg"
709804121709092865;"ksleg"
709804306245877761;"ksleg"
709804448411832320;"ksleg"
709804727786033152;"ksleg"
709805002781380609;"ksleg"
709805111233486848;"ksleg"
709806271948414976;"FlintWaterCrisis"
709807304862932992;"kyga16"
709807336936706048;"ksleg"
709807668471332864;"ksleg"
709808117219860480;"tx2016"
709808443880644608;"ksleg"
709808565553266688;"ksleg"
709808784554602497;"ksleg"
709810008909811712;"kyga16"
709810191588392960;"ksleg"
709810363026382848;"ksleg"
709810577443454976;"ksleg"
709810695878131714;"kyga16"
709811179640598528;"KSLeg"
709811543739752448;"ksleg"
709811642943610880;"kyga16"
709811672408457216;"ksleg"
709811750837817344;"kyga16"
709811780164255744;"ksleg"
709811867967889408;"SuperTuesday"
709812201331171328;"ksleg"
709812473784717312;"ksleg"
709812664931713024;"MILeg"
709812664931713024;"MISenate"
709812773882961920;"ksleg"
709812972101640193;"ksleg"
709813293569994752;"ksleg"
709813490001653760;"ksleg"
709813752015618048;"ksleg"
709813946186747904;"vtgov"
709813946186747904;"vtpoli"
709814154320711680;"ksleg"
709814364186869760;"ksleg"
709814443375374337;"ksleg"
709814939557306368;"ksleg"
709815015436472320;"ksleg"
709815184701923334;"ksleg"
709815301911621632;"ksleg"
709815468014473216;"ksleg"
709815927668412416;"kyga16"
709816508214448128;"ksleg"
709816727773777920;"INLegis"
709817126274666497;"AgDay"
709817588755406848;"kyga16"
709818188570079232;"ksleg"
709818335031128066;"Medicaid"
709818702477332486;"kyga16"
709818702477332486;"SB180"
709819421439602688;"copolitics"
709819935275536384;"FightForHer"
709819935275536384;"ImWithHer"
709821028772347904;"ChooseCruz"
709821570735218688;"ChooseCruz"
709821621083578369;"wipolitics"
709821927859347456;"WeAreKY"
709821965767450630;"IllinoisPrimary"
709822943304544257;"Flint"
709823025894576129;"maybemorethan1"
709824070708105216;"ChooseCruz"
709824460929548289;"vtgov"
709824460929548289;"vtpoli"
709824704480202753;"FloridaPrimary"
709826004173377537;"vtpoli"
709826314988085248;"NYSenate"
709827789243875328;"ChooseCruz"
709828973103071232;"NYSenate"
709830141661290497;"NYSenate"
709830540661133313;"iVoted"
709830551952351232;"kyga16"
709830551952351232;"SB180"
709830551952351232;"SB206"
709830694546096129;"vtpoli"
709830981621043201;"kyga16"
709830981621043201;"SB206"
709831677816623104;"ChooseCruz"
709831797320843265;"NYSenate"
709831806049251328;"INLegis"
709832333109673988;"kyga16"
709832333109673988;"SB206"
709832333113880576;"kyga16"
709832333113880576;"SB206"
709832710873808897;"NYSenate"
709832925152411648;"kyga16"
709832925152411648;"SB206"
709832925152411648;"SB227"
709833074356277248;"NE02"
709833253918629888;"NE02"
709833253918629888;"Rugby"
709833525592195072;"waleg"
709833877188177920;"kyga16"
709833877188177920;"SB227"
709833877188177920;"SB244"
709833984751112192;"NYSenate"
709834225424470017;"FlintWaterCrisis"
709834535266074624;"kyga16"
709834535266074624;"SB244"
709834808076144640;"kyga16"
709834808076144640;"SB244"
709834957238181888;"NYSenate"
709835003962789888;"ncpol"
709835148640976896;"ksleg"
709835957290139650;"orleg"
709836424082808836;"NYSenate"
709836745412444160;"suppottingfolkswithI"
709836920629518336;"ksleg"
709837031900258305;"ksleg"
709837141136838656;"ncprimary"
709837141136838656;"ncvotes"
709837342647914496;"kyga16"
709837342647914496;"SB244"
709837549250945024;"pasenate"
709837625641730048;"ksleg"
709838018920710144;"Killingly"
709838146125602817;"NYSenate"
709838287284768768;"ksleg"
709838333774409728;"ksleg"
709838636645126144;"coleg"
709838636645126144;"copolitics"
709838636645126144;"SB"
709838872809709573;"GreatStateofMaine"
709838872809709573;"mepolitics"
709838899615367168;"ksleg"
709839250058035200;"NYSenate"
709839311856795648;"ksleg"
709839565213700096;"copolitics"
709839565213700096;"SB83"
709839772831784961;"ksleg"
709839849537167360;"WISN12"
709840302241157120;"NYSenate"
709840542352457730;"HB5"
709840542352457730;"HB6"
709840542352457730;"kyga16"
709840666038292482;"kyga16"
709840851502022656;"ksleg"
709841025007804417;"vtpoli"
709841079479226372;"ialeigs"
709841400607744000;"NYSenate"
709841714157129728;"PaSenate"
709843079533039616;"copolitics"
709843079533039616;"SB130"
709843362094788608;"GoVote"
709843374744817664;"coleg"
709843374744817664;"copolitics"
709843374744817664;"SB130"
709843376997203969;"ksleg"
709843411969384448;"RIVotes"
709843556781821952;"ksleg"
709844047846727680;"ksleg"
709844173000552449;"NewIndianaJonesMovieTitles"
709844498252103680;"mtleg"
709844498252103680;"mtnew"
709844498252103680;"mtpol"
709844846895190016;"NewIndianaJonesMovieTitles"
709845115750121472;"coleg"
709845115750121472;"copolitics"
709845115750121472;"SB130"
709846398523473920;"PrimaryDay"
709846879199207425;"INLegis"
709847978320723968;"FOIA"
709847978320723968;"SunshineWeek"
709848279136079872;"ksleg"
709849028977147905;"FLPrimary"
709849210552606720;"NewIndianaJonesMovieTitles"
709849234841800704;"CruzCrew"
709849234841800704;"TrustTED"
709849489217945600;"FLPrimary"
709850133442076673;"wipolitics"
709851680775479296;"pasenate"
709851752242089984;"coleg"
709851752242089984;"copolitics"
709851752242089984;"SB130"
709852963829776384;"S1516"
709855010822234112;"pasenate"
709855134445019137;"ksleg"
709855726441607168;"ksleg"
709855875272413184;"feelthebern"
709855875272413184;"NotMeUs"
709855942553112576;"ksleg"
709856197310939136;"ksleg"
709856682638249984;"HB5623"
709857258478239744;"Phoenix"
709857539727306752;"ksleg"
709858068490625024;"idleg"
709858068490625024;"idpol"
709858442102628353;"NCPrimary"
709860095929229312;"OhioPrimary"
709860902602813440;"SB1316"
709861003857682432;"WIHOPE"
709861829758025729;"FLPrimary"
709861873475309569;"INLegis"
709862228447653888;"MI1"
709862703926358016;"coleg"
709862703926358016;"copolitics"
709862832997855232;"bospoli"
709862832997855232;"mapoli"
709863558708727808;"ChooseCruz"
709864079851188224;"mothership"
709864776525094913;"PrimaryDay"
709866277196701701;"MarchMadness"
709866277196701701;"NCAA"
709866332813045761;"ksleg"
709866858720010240;"ksleg"
709867788215562240;"sjr39"
709868733842505728;"msleg"
709869182104379392;"moleg"
709870603248013313;"utpol"
709870646554193925;"OhioPrimary"
709870986951196672;"ksleg"
709874256629207040;"coleg"
709874256629207040;"copolitics"
709874256629207040;"NotoriousRBG"
709874256629207040;"RuthBaderGinsburg"
709875662362808321;"coleg"
709875662362808321;"copolitics"
709875662362808321;"energy"
709875662362808321;"tcot"
709875891220787201;"coleg"
709875891220787201;"copolitics"
709875891220787201;"tcot"
709876968678756353;"SuperTuesday"
709876993182064640;"PrimaryDay"
709877593982373888;"SunshineWeek"
709878138189254656;"FeelTheBern"
709878138189254656;"PrimaryDay"
709878772376457216;"OhioPrimary"
709878772376457216;"PrimaryDay"
709878832728117249;"PrimaryDay"
709879890758262784;"OhioPrimary"
709879890758262784;"PrimaryDay"
709880502245675008;"SCOWIS"
709882026640289792;"ChooseCruz"
709882026640289792;"CruzCrew"
709883321761796096;"OhioPrimary"
709883604093018113;"CNN"
709884738941677569;"ElectionDay"
709884738941677569;"OhioPrimary"
709884738941677569;"PrimaryDay"
709886182197334016;"CruzCrew"
709886182197334016;"CruzToVictory"
709889880864722944;"12News"
709889903555911681;"FLPrimary"
709891799305822209;"OhioPrimary"
709892088536702976;"OhioPrimary"
709893235884335106;"MakeAmericaGreatAgain"
709893235884335106;"SuperTuesday"
709893235884335106;"Trump2016"
709893334588919808;"MakeAmericaGreatAgain"
709893334588919808;"SuperTuesday"
709893334588919808;"Trump2016"
709894039382974464;"OhioPrimary"
709894109260079108;"Flint"
709894508130017280;"Flintwatercrisis"
709894615638278144;"MOPrimary"
709894615638278144;"SuperTuesday"
709895690235863040;"arizona"
709895690235863040;"ClassroomsFirst"
709895865272373248;"PrimaryDay"
709896182215131136;"news3"
709897100201467904;"PrimaryDay"
709897249032171520;"FloridaPrimary"
709897249032171520;"Republican"
709897249032171520;"tbtprimary"
709897456809611266;"FloridaPrimary"
709897456809611266;"tbtprimary"
709898056389496836;"PrimaryDay"
709898073498062850;"tbtprimary"
709898305539592192;"PrimaryDay"
709900258612895745;"coleg"
709900258612895745;"copolitics"
709900258612895745;"SB83"
709900258612895745;"tcot"
709901061318950912;"OhioPrimary"
709901518493749252;"nmleg"
709901518493749252;"nmpol"
709902234520309760;"APracecall"
709902234520309760;"Election2016"
709903064367566848;"PrimaryDay"
709903896085438464;"OhioPrimary"
709904208909049856;"news3"
709904663965859840;"SCOWIS"
709904744379068416;"analysis"
709905075913826304;"OHsen"
709905523236282368;"GoodbyeRubioTuesday"
709906390320603136;"ncpol"
709906563130073088;"OhioPrimary"
709906584021946369;"ncpol"
709907841285562372;"FLprimary"
709907867571261440;"OhioPrimary"
709909608035274753;"mtleg"
709909608035274753;"mtnews"
709909608035274753;"mtpol"
709910184546545664;"RJnow"
709911418565308417;"PrimaryDay"
709912588700794880;"Decision2016"
709912588700794880;"PrimaryDay"
709918641408643073;"waitforit"
709919330574725124;"MakeAmericaGreatAgain"
709919330574725124;"SuperTuesday"
709919330574725124;"Trump2016"
709919592626429952;"PrimaryDay"
709923285794951168;"LeadRight2016"
709924006649044992;"PrimaryDay"
709925059582947328;"tbtprimary"
709927522662678528;"SuperTuesday"
709938510443089924;"CruzToVictory"
709938510443089924;"SuperTuesday"
709940355576111105;"PrimaryDay"
709947072338747392;"Shockers"
709950132377104384;"MOPrimary"
709960903953915906;"MarchMadness"
709960903953915906;"Shockers"
709967098768977920;"AKleg"
709976236441935872;"MakeAmericaGreatAgain"
709985386915872769;"SuperTuesday"
709985727342374912;"akleg"
710046458435788800;"kyga16"
710076905383268352;"MILeg"
710076905383268352;"MISenate"
710079205988433921;"ksleg"
710080016978153472;"NY"
710083468030414849;"CruzToVictory"
710085301423751168;"PAHouse"
710085301423751168;"PASenate"
710085810603696128;"SB422"
710088748973879296;"INLegis"
710089334121222144;"mdpolitics"
710090202769985536;"kyga16"
710090315986706432;"coleg"
710090315986706432;"copolitics"
710090315986706432;"epa"
710090699593617409;"kyga16"
710090699593617409;"SB234"
710091032168370178;"kyga16"
710091032168370178;"SB234"
710091985487585280;"kyga16"
710091985487585280;"SB83"
710092231022018563;"NCAA"
710092594596945921;"HB165"
710092594596945921;"kyga16"
710093377166036993;"HB165"
710093377166036993;"kyga16"
710093377166036993;"SB300"
710093464109780992;"kyga16"
710093464109780992;"SB234"
710093974359433216;"kyga16"
710093974359433216;"SB300"
710094412924239872;"kyga16"
710094412924239872;"SB245"
710094597364572160;"kyga16"
710095282416001024;"kyga16"
710095282416001024;"SB245"
710096235563188224;"kyga16"
710096235563188224;"SB91"
710097757177061376;"kyga16"
710097757177061376;"SB290"
710097757177061376;"SB91"
710098168713707520;"butwherearethemaplemilkshakes"
710100720918372352;"kyga16"
710100960648040452;"pabudget"
710100960648040452;"pasenate"
710101087718674432;"SCOTUSnominee"
710102690324475904;"kyga16"
710105191215837186;"RJnow"
710105731710717953;"YourNews"
710106107729944577;"coleg"
710106107729944577;"copolitics"
710106107729944577;"SB83"
710106107729944577;"tcot"
710106432918720516;"SCOTUSnominee"
710106715316879367;"ksleg"
710106719502868480;"YourNews"
710107362078564352;"ksleg"
710107396887203840;"PAGovt"
710107396887203840;"PASenate"
710107543809298433;"ksleg"
710107646892777473;"ksleg"
710109667368632320;"ksleg"
710109882704392193;"Obamacare"
710110504015032321;"SCOTUSnominee"
710110666246336512;"ksleg"
710110788460142592;"ksleg"
710111692089380864;"SCOTUSnominee"
710113421816016896;"coleg"
710113421816016896;"copolitics"
710113421816016896;"tcot"
710114715242930176;"DoYourJob"
710115595904290817;"Detroit"
710115595904290817;"muniland"
710116249104154624;"DPS"
710116538917982208;"INLegis"
710116796788056064;"waleg"
710117210866499585;"waelex"
710117210866499585;"waleg"
710117316936261632;"Obama"
710117316936261632;"SCOTUS"
710118550489440256;"INLegis"
710118943583633408;"coleg"
710118943583633408;"copolitics"
710118943583633408;"energy"
710118943583633408;"fracking"
710118943583633408;"tcot"
710119222207242240;"HB106"
710119222207242240;"HB187"
710119222207242240;"HB208"
710119222207242240;"HB261"
710119222207242240;"kyga16"
710119531201474561;"AgDay"
710119531201474561;"coleg"
710119765755490305;"SCOTUSnominee"
710119855488237568;"DoYourJob"
710119855488237568;"SCOTUS"
710119855488237568;"wipolitics"
710119855488237568;"wisen"
710119971863408641;"wipolitics"
710119971863408641;"wisen"
710120016985849858;"PABudget"
710120016985849858;"pasenate"
710120158082310146;"SCOTUSnominee"
710120261551456256;"copolitics"
710120385493262336;"msleg"
710120806899011584;"coleg"
710120806899011584;"copolitics"
710121321246621696;"HB106"
710121321246621696;"HB261"
710121321246621696;"kyga16"
710121870687866880;"HB106"
710121870687866880;"HB187"
710121870687866880;"kyga16"
710122469747789824;"HB187"
710122469747789824;"HB208"
710122469747789824;"kyga16"
710123200756121600;"MoLeg"
710123391135653888;"HB208"
710123391135653888;"kyga16"
710123644781985792;"TNGOP"
710123862902628353;"msleg"
710123902815608832;"DoYourJob"
710123902815608832;"SCOTUSnominee"
710123931659866112;"pasenate"
710124551905083393;"familyfirst"
710124551905083393;"Godisgood"
710124551905083393;"lifeisflyingby"
710125415998758912;"DuckingDonald"
710126554416676865;"SCOTUS"
710126688105943041;"SCOTUS"
710126948568031232;"SCOTUSnominee"
710127099864977408;"ksleg"
710127160841797634;"ksleg"
710127448239673344;"ksleg"
710127842806214656;"ksleg"
710127961043640322;"ksleg"
710128102022643712;"ksleg"
710128232171962368;"FOIA"
710128289566695424;"ksleg"
710128431829102596;"ksleg"
710128509599879168;"ksleg"
710128525605523457;"FOIA"
710128975893434368;"FOIA"
710128975893434368;"SunshineWeek"
710129271532969984;"ksleg"
710129387329298433;"ksleg"
710129538580123648;"ksleg"
710129597967261696;"ksleg"
710129803152588800;"ksleg"
710129806919118848;"SCOTUSnominee"
710129957679149057;"ksleg"
710130015724294145;"FOIA"
710130046757801984;"ksleg"
710130082052898816;"ksleg"
710130472588804096;"SCOTUSnominee"
710130696409325568;"ksleg"
710130727703044096;"ksleg"
710130809215315968;"msleg"
710130836452958208;"MoSenate"
710130932079058944;"FOIA"
710130932079058944;"SunshineWeek"
710131144184868864;"ksleg"
710131343599005697;"NYSenate"
710131593436749825;"ksleg"
710131659451011072;"msleg"
710131835833946113;"ksleg"
710131889063866369;"ksleg"
710132015400509440;"ksleg"
710132073206403072;"moleg"
710132221512949760;"AgDay"
710132221512949760;"Indiana"
710132284213465090;"ksleg"
710132435086774272;"ksleg"
710132540502179840;"Trumped"
710132587813949440;"ksleg"
710132852101222400;"ksleg"
710133020271845376;"ksleg"
710133129910951936;"ksleg"
710133320454045699;"ksleg"
710133652462567425;"ksleg"
710133715557617666;"INLegis"
710133758133800960;"ksleg"
710133790245425154;"mepolitics"
710133872730583040;"ksleg"
710134053085667328;"ksleg"
710134165841121280;"ksleg"
710135005318672385;"kyga16"
710135217009205248;"ksleg"
710135372949291008;"ksleg"
710135483603378176;"lalege"
710135560631750661;"dist45"
710135560631750661;"neleg"
710135600200847360;"dist45"
710135600200847360;"neleg"
710135787199660032;"ksleg"
710135903960768512;"ksleg"
710135984369885185;"HB434"
710135984369885185;"kyga16"
710136163500163072;"InsureTN"
710136548956708864;"allthumbs"
710136579965063168;"coleg"
710136579965063168;"copolitics"
710136579965063168;"gop"
710136579965063168;"tcot"
710136821800411136;"kyga16"
710136821800411136;"SB299"
710137105192628224;"DoYourJob"
710137159240556544;"kyga16"
710137159240556544;"SB299"
710137197517795330;"mdga16"
710137197517795330;"MDPolitics"
710137301725122560;"MILeg"
710137301725122560;"MISenate"
710137315990118400;"PABudget"
710137352346206208;"copolitics"
710137879297536000;"MoLeg"
710138227378622466;"ksleg"
710138371956289536;"ksleg"
710138461504872448;"kyga16"
710138461504872448;"SB299"
710138527074267136;"ksleg"
710138803244109824;"kyga16"
710138803244109824;"SB299"
710139118005702656;"VanWa"
710139764318576640;"kyga16"
710140211385257984;"kyga16"
710140468789575684;"ksleg"
710140685093965824;"ksleg"
710141025939890176;"ksleg"
710141202692239360;"sayfie"
710141236301176832;"kyga16"
710141302524874752;"weneedmoretransit"
710141303653183489;"ksleg"
710141425686413314;"nvleg"
710141561355407360;"ksed"
710141561355407360;"ksleg"
710141695485091840;"ksleg"
710141820970205188;"ksleg"
710141935013355520;"ksleg"
710142085693775872;"ksleg"
710142353097404416;"ksleg"
710142455962730496;"ksleg"
710142568948830210;"ksleg"
710143024655896576;"kyga16"
710143122894749696;"ksleg"
710143435466911745;"SCOTUS"
710143435466911745;"wipolitics"
710143787507384321;"ksed"
710143787507384321;"ksleg"
710143925990719488;"ksleg"
710143993229737984;"HB271"
710143993229737984;"kyga16"
710144294900801536;"ksleg"
710144467588784133;"HB271"
710144467588784133;"HCR13"
710144467588784133;"kyga16"
710144597419106304;"ksleg"
710144629535076352;"followthedata"
710144629535076352;"kyga16"
710144629535076352;"transparency"
710144896565293056;"coleg"
710144896565293056;"copolitics"
710144896565293056;"epa"
710144896565293056;"tcot"
710144920036646912;"ksleg"
710145213373616128;"ksed"
710145213373616128;"ksleg"
710145577527345152;"ksleg"
710145762475159552;"ksleg"
710145909149933568;"ksleg"
710145934592704512;"HCR13"
710145934592704512;"HCR139"
710145934592704512;"kyga16"
710146054386126848;"ksleg"
710146288956755968;"SCOTUS"
710146311186751489;"waleg"
710146523271540736;"ksleg"
710146606532730883;"DuckingDonald"
710146606532730883;"GOPDebate"
710146708508962816;"waleg"
710146812984889344;"WH2016"
710146843024474113;"HCR139"
710146843024474113;"kyga16"
710146848695013380;"SB83"
710146877358931968;"ksleg"
710147211179347969;"coleg"
710147211179347969;"copolitics"
710147211179347969;"SB83"
710147557113126912;"ksleg"
710147704144470021;"GovAgenda"
710147978627944448;"coleg"
710147978627944448;"SB83"
710148251157012480;"ksed"
710148251157012480;"ksleg"
710148386159071233;"doyourjob"
710148386159071233;"McConnell"
710148402273607681;"ksed"
710148402273607681;"ksleg"
710148417452961793;"HCR139"
710148417452961793;"kyga16"
710148574844026881;"ksleg"
710148704527720448;"ksleg"
710148828704415744;"INLegis"
710148909138509824;"ksleg"
710148988435959812;"ksleg"
710149173396447237;"ksleg"
710149228052529152;"PresidentialElection2016"
710149236478709760;"ksleg"
710149363473973249;"MAYORALACADEMIES"
710149474044088320;"ksleg"
710149581720293377;"ksleg"
710149686766645248;"ksleg"
710149782329667586;"ksleg"
710149944678727680;"sayfie"
710150148693700608;"joco"
710150148693700608;"ksleg"
710150306332418048;"ksleg"
710150675481530370;"ksleg"
710150712617926656;"Ag"
710150712617926656;"AgDay"
710150712617926656;"coleg"
710150712617926656;"Colorado"
710150712617926656;"copolitics"
710151266270228481;"coleg"
710151266270228481;"Colorado"
710151266270228481;"copolitics"
710151348998770688;"LLCloophole"
710151383824015361;"wipolitics"
710151863019167744;"waleg"
710152003372994560;"AgDay"
710152003372994560;"agriculture"
710152003372994560;"coleg"
710152003372994560;"Colorado"
710152003372994560;"copolitics"
710152009274404864;"NM"
710152376896729093;"ksleg"
710152447973416960;"coleg"
710152447973416960;"copolitics"
710152644292177920;"PABudget"
710152644292177920;"pasenate"
710152730002587648;"AgDay"
710152730002587648;"agriculture"
710152730002587648;"coleg"
710152730002587648;"Colorado"
710152730002587648;"copolitics"
710152935888560129;"pabudget"
710152935888560129;"pasenate"
710154310437437440;"pabudget"
710154408345010176;"AgDay"
710154408345010176;"Agriculture"
710154408345010176;"coleg"
710154408345010176;"Colorado"
710154408345010176;"copolitics"
710154608765747200;"PABudget"
710154790962069504;"pabudget"
710155094227087360;"pabudget"
710155243795947520;"pabudget"
710155555160072192;"pabudget"
710155589721186305;"waleg"
710155913873772545;"MarchMadness"
710155913873772545;"PABudget"
710156084040876033;"pabudget"
710156084040876033;"pasenate"
710156166949507072;"wipolitics"
710156197970780160;"SCOTUSnominee"
710156197970780160;"TNGOP"
710156302685757441;"pabudget"
710156551525429248;"pabudget"
710156551525429248;"pasenate"
710156803208781826;"pabudget"
710156803208781826;"pacapitol"
710157313928257536;"YourNews"
710157502835326976;"ksleg"
710157554463150081;"pabudget"
710157554463150081;"pasenate"
710157860823375872;"ksleg"
710159459306348544;"budget"
710159475773026304;"SuperTuesday"
710159507670880257;"CleanUpAlbany"
710159731445407744;"pabudget"
710159952824786944;"MILeg"
710159952824786944;"MISenate"
710160065953722369;"pabudget"
710160370766319616;"pabudget"
710160512944902145;"pabudget"
710160760194916353;"pabudget"
710160863026515968;"ksleg"
710160892961415169;"pabudget"
710161075665117184;"CivicEngagement"
710161075665117184;"civics"
710161075665117184;"Education"
710161075665117184;"SB946"
710161075665117184;"Students"
710161111690190848;"sayfie"
710161256380956673;"moleg"
710161323355672576;"pabudget"
710161476510728192;"pabudget"
710162029852631040;"mdpolitics"
710162029852631040;"SunshineWeek"
710162241346281472;"mdpolitics"
710162241346281472;"sunshineweek"
710162785083269120;"TN"
710163729778868224;"pabudget"
710163945223487488;"DoYourJob"
710163964584456192;"INLegis"
710164182193283076;"RememberInNovember"
710164182193283076;"wvpol"
710164296110628864;"INLegis"
710164320341073920;"INLegis"
710164520866549760;"pabudget"
710164715188654081;"pabudget"
710165069456400384;"pabudget"
710165355793162245;"pabudget"
710165836900802560;"ksleg"
710166151628771328;"pabudget"
710166254057693184;"firefighters"
710166254057693184;"Michigan"
710166254057693184;"mileg"
710166719067766784;"pabudget"
710166784297574400;"mnleg"
710166889100664832;"PAHouse"
710166889100664832;"PASenate"
710167327908691972;"NE02"
710167327908691972;"VA"
710167528127893504;"ag"
710167528127893504;"coleg"
710167528127893504;"copolitics"
710167697766547456;"AgDay"
710167697766547456;"agriculture"
710167697766547456;"coleg"
710167697766547456;"Colorado"
710167697766547456;"copolitics"
710167770135003138;"nmpol"
710167793111408641;"AKgov"
710167793111408641;"AKleg"
710167872149037056;"pabudget"
710169144314888193;"Firefighter"
710169144314888193;"mileg"
710169451447001088;"mileg"
710169876514607104;"mnleg"
710169960895483904;"coleg"
710169960895483904;"copolitics"
710169960895483904;"energy"
710169960895483904;"tcot"
710170255180439552;"MISenate"
710170574815928322;"pasenate"
710170632739287040;"vtpoli"
710171046805172224;"vtpoli"
710171058872180736;"SCOTUS"
710171456127295489;"sayfie"
710171462213066753;"SuperTuesday"
710171654152982529;"vtpoli"
710171887310077952;"UTPOL"
710172103136284672;"coleg"
710172103136284672;"copolitics"
710172870622765056;"kyga16"
710173216547979264;"kyga16"
710173261288611840;"RefugeeCrisis"
710173362283122688;"decision2016"
710173549508558849;"kyga16"
710173822310227968;"SuperTuesday"
710174668267728896;"DoYourJob"
710174668267728896;"SCOTUSnominee"
710175065665449984;"MILeg"
710175065665449984;"MISenate"
710175638976462849;"SCOTUS"
710175638976462849;"wipolitics"
710175638976462849;"wisen"
710175938399629313;"kyga16"
710175973686321152;"mapoli"
710176149750599680;"txlege"
710176735828926465;"txlege"
710177733230198784;"SCOTUS"
710177808828334080;"SCOTUSnominee"
710177817556815874;"DoYourJob"
710178094171230211;"kyga16"
710178479082332160;"agday2016"
710178654815395842;"msleg"
710178789104492544;"kyga16"
710179120861356032;"INLegis"
710179167040622592;"vtpoli"
710179945901903872;"kyga14"
